Gender,Age,Dependents,Employment_Status,Annual_Income,Monthly_Expenses,Credit_Score,Existing_Loans,Outstanding_Debt,Loan_Amount_Requested,Loan_Term,Loan_Purpose,Interest_Rate,Loan_History,Bank_Account_History,Transaction_Frequency,Co-Applicant,Default_Risk,Loan_Approval_Status
Male,29,3,Employed,108732,2118,846,1,12144,24010,127,Home,10.21,0,7,7,No,0.96,1
Female,29,0,Self-Employed,59081,1173,775,0,13794,20000,135,Vehicle,13.68,0,2,27,No,0.66,1
Female,31,2,Employed,108602,1637,782,2,8360,23016,88,Home,5.35,0,1,10,Yes,0.03,1
Male,25,0,Unemployed,79908,3743,838,0,25375,22181,194,Home,9.83,0,6,9,No,0.83,0
Male,41,2,Self-Employed,120776,1268,823,2,21990,27669,115,Home,9.7,1,1,5,No,0.38,1
Female,43,3,Employed,123236,2718,772,1,22,20945,132,Education,10.34,0,0,18,No,0.5,1
Female,49,3,Self-Employed,104351,1935,721,2,2952,29110,196,Vehicle,6.64,0,0,23,No,0.76,1
Female,32,1,Employed,133908,2021,782,2,24825,37927,213,Education,13.11,0,3,26,No,0.06,1
Male,36,3,Employed,139993,673,849,1,20239,30417,81,Personal,8.75,0,0,5,Yes,0.02,1
Female,27,3,Employed,116459,1830,825,2,5151,20960,234,Home,9.72,0,7,6,Yes,0.04,1
Female,36,0,Employed,88261,3586,806,2,24909,25292,46,Education,4.46,0,3,6,No,0.71,1
Female,32,2,Self-Employed,146536,2233,725,2,10975,35016,136,Education,5.45,0,5,5,No,0.28,1
Male,28,3,Self-Employed,63300,2143,781,1,29744,20000,57,Education,10.75,1,8,28,No,0.08,1
Female,31,3,Self-Employed,66103,1858,847,2,23696,20000,117,Vehicle,6.95,0,9,28,No,0.67,1
Female,31,3,Employed,38172,3370,489,1,991,11034,155,Home,4.56,0,6,23,Yes,0.29,0
Male,26,0,Unemployed,69070,2014,749,0,23687,20308,154,Education,11.54,0,8,15,Yes,0.24,1
Female,29,3,Self-Employed,50970,3835,745,0,23281,20000,183,Vehicle,6.67,0,3,15,No,0.52,1
Female,36,2,Self-Employed,122227,4358,795,2,20065,32627,226,Education,11.13,0,9,22,Yes,0.44,0
Male,54,1,Employed,26566,4108,338,2,16993,9224,41,Home,6.43,0,9,29,Yes,0.06,0
Female,44,3,Employed,40244,2254,349,1,13028,7502,107,Education,10.42,1,1,12,No,0.5,0
Female,45,0,Self-Employed,84146,2487,767,1,19060,25127,124,Home,4.28,0,8,29,Yes,0.86,1
Male,49,2,Employed,141185,3319,798,2,24072,25366,204,Education,6.11,0,8,13,No,0.12,1
Female,37,3,Unemployed,116619,2326,798,2,18784,32295,129,Education,5.2,0,8,8,No,0.65,1
Female,49,2,Self-Employed,75751,1060,805,1,12716,21567,179,Vehicle,5.07,0,3,20,Yes,0.43,1
Female,51,1,Unemployed,45496,4500,355,2,25476,16352,158,Home,6.69,0,1,13,No,0.03,0
Female,34,3,Unemployed,129870,721,715,1,24617,38926,115,Personal,12.8,0,0,25,No,0.35,0
Female,36,1,Self-Employed,76451,1650,767,1,26758,20004,72,Home,3.57,0,9,18,No,0.55,1
Female,65,0,Employed,30885,4643,429,1,29508,12203,28,Education,4.01,0,7,17,Yes,0.44,1
Male,34,2,Self-Employed,51951,3329,440,0,23319,13619,185,Home,4.25,0,8,29,Yes,0.6,0
Male,45,1,Self-Employed,146401,2001,724,0,850,39868,220,Personal,8.62,1,7,18,No,0.76,1
Male,39,2,Self-Employed,73185,4009,794,1,29137,20649,182,Home,4.52,0,9,19,Yes,0.62,1
Male,25,2,Self-Employed,61473,2460,793,2,25378,20000,149,Vehicle,11.39,0,7,16,No,0.88,1
Female,52,2,Self-Employed,59611,4731,398,1,2803,16859,66,Personal,12.78,0,5,22,Yes,0.23,0
Male,43,1,Employed,21999,1863,351,0,12042,5022,180,Home,4.64,0,5,13,Yes,0.89,0
Male,36,1,Self-Employed,102856,1999,833,2,12783,25344,218,Vehicle,8.87,1,8,8,Yes,0.25,1
Male,46,0,Employed,141829,1768,762,0,2974,22149,155,Home,4.73,0,9,5,Yes,0.79,1
Male,27,0,Employed,20505,916,475,2,24049,6724,15,Personal,10.73,0,5,22,Yes,0.66,0
Female,33,0,Self-Employed,144239,3006,717,2,353,24419,92,Vehicle,14.33,1,5,14,No,0.59,1
Female,28,3,Employed,83826,1817,834,2,20571,24013,179,Personal,11.95,1,3,5,Yes,0.34,1
Female,51,2,Self-Employed,26785,2578,399,2,13800,9586,184,Home,6.29,0,5,23,No,0.03,0
Male,45,0,Self-Employed,71486,1032,804,0,1345,20075,80,Home,14.92,0,3,25,No,0.54,1
Male,25,3,Self-Employed,146063,1884,814,0,24821,28913,200,Personal,7.92,0,3,8,No,0.66,1
Male,27,2,Unemployed,30196,761,463,2,22705,8322,14,Home,11.31,0,9,16,Yes,0.34,0
Male,62,2,Unemployed,63850,3776,341,1,10712,11540,67,Home,7.23,0,7,14,Yes,0.63,0
Female,31,0,Employed,101779,588,786,0,17886,25540,54,Vehicle,5.55,0,2,20,No,0.2,1
Female,42,2,Unemployed,59035,4418,847,0,3792,20000,216,Home,8.89,0,5,8,No,0.6,0
Male,39,0,Employed,147528,684,819,2,14171,28975,112,Home,8.2,1,6,8,Yes,0.21,1
Female,32,0,Employed,96150,4083,790,0,15045,25077,19,Vehicle,8.56,1,7,9,Yes,0.07,1
Male,49,2,Employed,133690,3360,704,0,25170,21691,146,Home,10.1,0,3,27,Yes,0.91,1
Male,67,1,Employed,37423,4706,453,1,21490,10678,112,Education,10.31,0,6,22,No,0.25,0
Female,42,3,Employed,103277,4799,787,1,6600,23875,232,Vehicle,10.81,0,6,29,Yes,0.04,1
Female,37,2,Employed,130195,1657,707,0,20189,22346,97,Personal,9.11,0,8,17,No,0.55,1
Male,40,3,Unemployed,125980,3739,716,0,29981,35905,115,Home,5.53,0,8,28,Yes,0.21,1
Male,27,0,Self-Employed,25387,866,560,2,9506,6723,167,Home,5.76,0,0,27,No,0.68,0
Female,49,1,Employed,118757,2201,780,0,17251,26283,60,Home,5.82,1,8,6,Yes,0.28,1
Female,36,0,Self-Employed,70959,3231,844,2,2384,20614,200,Home,4.03,0,0,25,Yes,0.47,1
Male,32,1,Employed,133853,1331,761,2,4921,32308,134,Vehicle,4.25,1,9,5,Yes,0.6,1
Male,47,1,Unemployed,104188,2612,842,1,28417,22721,134,Home,11.64,0,0,9,Yes,0.73,0
Female,25,1,Unemployed,78880,3186,788,2,3083,22348,164,Vehicle,4.07,0,0,9,No,0.38,1
Female,33,0,Employed,102617,2492,737,1,2480,25731,90,Home,8.49,0,1,23,Yes,0.04,1
Male,44,3,Self-Employed,122691,1110,708,1,16564,24563,222,Education,7.28,0,0,6,No,0.18,1
Female,30,0,Self-Employed,146058,4150,738,1,11298,26223,165,Personal,4.57,0,1,8,Yes,0.68,1
Male,42,2,Employed,56370,1126,731,2,8232,20000,225,Home,6.22,1,5,9,Yes,0.92,1
Female,29,0,Employed,95137,1216,767,2,12769,20630,82,Home,7.15,0,8,11,Yes,0.13,0
Male,41,0,Self-Employed,139517,1473,839,0,10786,39217,218,Education,9.51,0,2,17,Yes,0.44,1
Female,36,0,Employed,53704,2221,763,1,8119,20000,94,Vehicle,7.94,0,0,19,Yes,0.86,1
Male,29,3,Employed,124852,974,802,1,4187,32884,238,Personal,6.21,1,9,22,No,0.76,1
Female,36,0,Employed,126442,4644,751,1,10066,27296,169,Education,7.22,0,9,11,Yes,0.9,1
Male,48,0,Employed,132602,3797,827,1,16044,35039,36,Vehicle,8.05,0,1,18,No,0.27,0
Female,29,3,Self-Employed,82017,3642,749,0,28201,22760,237,Vehicle,14.69,0,2,28,No,0.92,1
Female,31,1,Employed,69497,3251,829,2,11711,20417,86,Vehicle,8.44,0,7,5,Yes,0.45,1
Female,36,1,Employed,101825,3688,701,2,3243,21968,161,Vehicle,13.9,1,1,20,No,0.19,1
Female,50,0,Self-Employed,37257,4403,463,1,1282,7075,139,Vehicle,12.29,0,6,24,No,0.6,0
Female,60,1,Unemployed,22938,4050,588,2,1209,8294,103,Home,13.83,0,8,27,Yes,0.74,0
Female,25,0,Self-Employed,59870,3807,811,1,7112,20000,180,Home,3.55,1,6,29,No,0.73,1
Male,48,1,Self-Employed,119850,4019,739,1,12199,20958,107,Education,12.56,0,2,11,No,0.69,1
Male,39,1,Employed,98882,923,732,1,5784,23582,162,Home,13.94,0,6,12,No,0.27,1
Male,26,0,Unemployed,147923,3010,708,0,8851,39032,222,Education,7.36,0,1,5,No,0.32,1
Female,44,1,Self-Employed,108700,2574,830,1,28218,27632,90,Home,4.02,1,0,20,No,0.43,1
Male,41,1,Employed,80854,1988,801,0,18718,22475,153,Personal,12.52,1,0,5,No,0.89,1
Female,25,0,Self-Employed,144104,4332,719,2,5065,31893,152,Vehicle,5.83,0,0,12,No,0.87,1
Male,69,0,Unemployed,66348,3492,488,2,25052,16958,35,Home,10.87,0,8,18,Yes,0.08,0
Male,35,2,Self-Employed,92023,574,737,0,24384,20494,135,Home,6.08,0,4,11,Yes,0.58,0
Female,62,1,Self-Employed,27472,1962,349,2,5929,6579,209,Vehicle,8.92,0,3,24,Yes,0.48,1
Female,21,1,Self-Employed,30639,1756,471,0,27918,7986,62,Vehicle,8.55,0,3,10,Yes,0.23,0
Female,28,0,Employed,60539,3961,716,2,27946,20000,173,Education,10.98,0,0,11,Yes,0.06,1
Female,32,2,Self-Employed,67512,2442,786,2,17285,20238,234,Vehicle,12.83,0,9,10,No,0.41,0
Female,28,3,Employed,125276,2121,743,2,5523,22340,143,Personal,9.14,0,2,18,No,0.39,1
Female,39,2,Employed,130650,1374,712,0,7522,33626,182,Home,13.84,0,3,13,Yes,0.54,0
Male,45,0,Employed,90252,4592,753,1,2548,23614,147,Home,12.38,0,8,28,No,0.17,1
Female,35,0,Self-Employed,101251,4581,815,0,22326,22813,139,Personal,6.07,0,4,16,Yes,0.19,1
Female,36,2,Employed,56891,4798,713,1,15656,20000,41,Education,7.99,0,2,23,No,0.69,1
Male,43,2,Employed,30769,1278,408,0,17973,7694,198,Education,6.47,1,7,8,No,0.86,0
Male,26,1,Employed,68686,822,798,1,19839,20112,59,Vehicle,11.75,0,6,12,Yes,0.28,1
Male,27,2,Employed,26795,4342,475,2,4427,6217,57,Personal,10.76,0,2,28,Yes,0.29,0
Male,33,3,Employed,124162,3037,766,2,26815,25003,144,Personal,6.97,0,8,6,Yes,0.8,1
Male,56,2,Employed,53204,525,479,0,25979,6950,203,Vehicle,4.54,1,7,26,No,0.03,0
Male,37,3,Self-Employed,67797,2415,824,0,23539,20311,117,Vehicle,3.94,0,5,28,Yes,0.85,1
Male,36,0,Unemployed,124282,2583,818,0,5834,35520,106,Personal,10.9,0,5,20,Yes,0.07,1
Male,34,1,Unemployed,28516,4425,489,2,10711,10806,147,Personal,9.16,0,7,26,No,0.55,0
Male,28,0,Employed,84648,4185,846,0,15620,23520,37,Personal,14.09,0,9,23,No,0.84,1
Female,31,3,Self-Employed,88954,789,793,0,26718,25915,203,Home,6.43,1,4,20,Yes,0.65,1
Female,33,1,Employed,106738,2387,808,0,25235,22733,136,Vehicle,10.05,1,2,24,Yes,0.28,1
Female,44,1,Employed,117395,1879,822,2,7365,25354,88,Vehicle,4.26,1,4,5,No,0.79,1
Female,31,0,Employed,103635,685,789,1,20632,26367,121,Personal,8.48,0,2,21,No,0.35,1
Male,25,0,Self-Employed,37219,2889,570,1,6596,11433,191,Home,14.92,0,1,28,No,0.82,0
Male,27,2,Unemployed,149436,986,778,0,13194,24025,45,Personal,12.04,1,1,17,Yes,0.93,1
Male,39,3,Self-Employed,74087,3380,778,1,4481,21251,121,Home,4.87,0,0,24,Yes,0.91,1
Male,32,0,Employed,20697,4018,331,1,11271,6823,27,Home,13.82,0,5,18,No,0.09,0
Female,36,1,Employed,97612,3014,823,1,23090,22446,187,Vehicle,6.75,0,9,15,No,0.47,1
Male,45,3,Self-Employed,93862,2362,756,0,28543,25922,66,Education,4.71,1,3,12,No,0.85,1
Female,65,3,Employed,59003,1030,552,0,24557,8160,159,Personal,12.56,0,4,14,No,0.2,0
Female,40,2,Employed,115346,1347,757,1,8187,32446,46,Vehicle,14.14,0,1,17,Yes,0.98,1
Female,31,3,Unemployed,59413,3471,771,1,25422,20000,33,Personal,8.11,0,1,21,No,0.73,1
Female,30,3,Employed,54155,896,831,1,13957,20000,115,Education,5.04,0,8,10,Yes,0.34,1
Female,48,1,Self-Employed,57737,550,715,1,23331,20000,110,Home,11.82,1,4,5,No,0.27,1
Female,42,1,Self-Employed,142177,2412,805,0,12502,39344,211,Home,7.56,0,1,14,Yes,0.89,1
Female,48,1,Employed,68663,1192,823,1,7583,20287,110,Home,6.01,0,4,18,Yes,0.65,0
Male,61,1,Self-Employed,64894,3482,380,0,16463,25280,121,Home,13.45,1,2,23,Yes,0.84,1
Male,34,0,Employed,135132,2903,715,2,9101,23135,82,Home,5.07,0,5,13,No,0.73,1
Female,33,3,Employed,92840,3728,748,1,8545,20201,45,Vehicle,11.89,0,4,9,No,0.63,1
Male,30,0,Self-Employed,64221,1177,598,2,10859,25304,79,Home,11.95,0,1,25,Yes,0.68,0
Male,43,2,Self-Employed,124790,1519,726,2,10669,30607,81,Vehicle,9.7,1,0,5,Yes,0.17,0
Female,44,2,Self-Employed,33886,1243,590,1,23849,6957,124,Home,4.54,0,9,26,Yes,0.99,1
Female,29,3,Unemployed,106049,3680,707,0,25471,20067,71,Home,13.84,1,5,26,Yes,0.42,1
Female,25,0,Self-Employed,44638,1522,364,0,22056,14341,191,Education,7.11,1,9,24,No,0.08,0
Female,45,3,Unemployed,118693,1560,723,1,12748,32722,60,Personal,7.53,1,8,14,Yes,0.66,0
Female,26,2,Unemployed,77967,1390,759,0,27589,23325,229,Education,11.22,0,7,5,Yes,0.87,1
Male,34,0,Employed,98465,2995,743,2,10566,28629,203,Home,5.9,0,7,9,No,0.05,1
Female,28,2,Unemployed,127474,2757,758,1,5285,33867,225,Personal,11.74,0,5,21,Yes,0.76,0
Male,27,3,Employed,37499,2405,311,0,24451,11329,27,Home,10.53,0,6,8,No,0.18,0
Male,38,2,Employed,62479,3104,783,2,13662,20000,97,Home,12.3,0,0,28,Yes,0.04,1
Female,49,0,Unemployed,86686,1095,846,1,14300,25247,102,Home,4.68,0,8,28,Yes,0.19,1
Female,58,2,Employed,27175,3066,377,1,4189,9403,141,Personal,12.83,0,8,19,No,0.04,0
Male,38,2,Employed,51972,3216,814,0,27219,20000,157,Vehicle,7.72,0,4,20,No,0.06,0
Male,34,2,Unemployed,112479,3750,835,1,9240,30905,153,Education,9.25,0,2,27,No,0.14,1
Male,32,1,Employed,114836,953,820,2,9702,26946,111,Personal,10.46,0,3,21,Yes,0.53,0
Female,30,0,Self-Employed,60063,4743,823,2,8676,20000,177,Personal,11.11,0,3,11,Yes,0.1,1
Female,29,2,Unemployed,75958,4472,723,0,29929,22390,224,Vehicle,12.77,0,9,26,No,0.43,1
Male,38,3,Self-Employed,60484,4434,356,0,9455,23520,159,Vehicle,5.17,0,3,10,Yes,0.49,1
Female,41,0,Self-Employed,103283,1207,838,2,11761,20459,162,Personal,9.16,0,1,9,Yes,0.33,0
Female,47,0,Employed,111642,2405,701,0,938,20676,180,Home,14.04,0,2,10,No,0.72,1
Male,54,1,Employed,50807,2323,452,1,4511,13796,56,Vehicle,7.14,0,6,26,Yes,0.27,0
Male,43,1,Unemployed,92319,4606,763,2,22469,25648,161,Home,11.88,0,5,18,No,0.61,0
Female,45,3,Unemployed,76949,4696,756,0,25458,22769,185,Home,8,0,0,8,No,0.4,1
Female,41,0,Unemployed,70877,4915,800,2,27018,20304,26,Education,5.01,0,8,20,No,0.41,1
Female,44,3,Self-Employed,92780,2735,826,0,24427,26764,81,Home,12.42,1,4,25,No,0.81,1
Female,34,2,Employed,64486,4252,813,2,27214,20000,118,Vehicle,10.53,0,2,11,No,0.03,0
Male,42,0,Employed,119769,1355,793,2,24362,30746,72,Education,13.51,0,5,19,Yes,0.66,1
Male,44,0,Employed,120357,2187,823,0,4576,24621,206,Education,5.85,0,9,12,No,0.76,1
Female,65,3,Employed,35971,1691,568,1,21959,6098,38,Personal,3.8,0,1,10,No,0.73,1
Male,35,1,Self-Employed,146525,1639,732,2,17356,29655,153,Education,11.05,1,9,14,Yes,0.35,1
Female,32,2,Unemployed,65086,2958,587,1,17677,12418,219,Home,13.95,0,3,7,Yes,0.82,0
Male,35,1,Self-Employed,138376,4887,772,1,19923,27554,139,Education,6.6,0,7,11,Yes,0.2,1
Female,44,3,Employed,149310,1083,730,1,19748,20337,38,Vehicle,8.68,0,3,28,No,0.42,1
Male,32,2,Unemployed,97275,1675,819,0,4878,20474,119,Education,7.43,0,6,25,Yes,0.03,1
Male,56,0,Employed,59327,2995,518,2,14927,16751,52,Home,9.21,0,7,9,No,0.01,1
Male,25,0,Employed,75145,596,783,2,21420,20455,235,Home,10.11,0,7,22,Yes,0.39,1
Male,39,3,Employed,128983,3275,841,2,29270,25128,158,Home,11.11,0,6,24,Yes,0.45,1
Male,44,3,Self-Employed,69116,547,377,0,16685,15354,136,Home,5.36,0,8,16,Yes,0.86,0
Male,27,2,Unemployed,92891,2762,723,0,22090,23672,99,Education,13.88,0,2,14,No,0.92,1
Female,25,0,Self-Employed,54340,2537,585,0,14681,8395,124,Personal,12.64,0,7,20,Yes,0.73,0
Female,36,2,Self-Employed,106285,2495,743,1,12715,28145,154,Home,12.49,0,8,13,Yes,0.63,1
Male,45,3,Employed,34726,2245,565,0,5613,10776,165,Personal,12.43,0,3,5,Yes,0.83,0
Male,65,3,Employed,27295,2451,518,2,5227,9994,54,Vehicle,12.33,0,4,27,No,0.17,0
Female,43,3,Self-Employed,99090,1937,836,0,2457,23051,148,Vehicle,8.3,1,9,22,No,0.9,1
Male,46,0,Self-Employed,143266,1096,750,1,781,38389,198,Education,11.88,0,5,7,Yes,0.32,1
Male,34,3,Employed,149521,1761,713,1,8401,32881,95,Vehicle,6.63,1,6,21,Yes,0.09,1
Female,59,3,Unemployed,23697,2074,353,2,3411,9470,199,Personal,14.81,0,7,16,No,0.65,0
Male,42,0,Employed,81635,4635,772,1,21819,20942,219,Personal,4.84,0,3,16,Yes,0.25,1
Male,26,3,Self-Employed,83889,2333,764,0,21999,20413,196,Home,11.82,0,8,23,Yes,0.46,1
Male,43,1,Self-Employed,127335,1707,729,1,10497,29833,190,Home,10.63,0,2,15,No,0.75,1
Female,43,3,Employed,115399,751,729,0,26975,24247,116,Home,10.98,0,3,19,Yes,0.28,1
Male,48,3,Employed,138442,2115,836,1,5849,20757,145,Vehicle,14.67,0,2,22,Yes,0.13,1
Female,26,1,Self-Employed,93285,2713,749,2,20298,27819,171,Home,6.35,0,5,12,No,0.49,1
Male,26,0,Employed,113904,2903,714,1,7822,31572,105,Vehicle,9.09,0,9,20,Yes,0.62,1
Female,32,3,Self-Employed,93802,3860,739,1,23146,25028,35,Personal,7.27,0,4,27,Yes,0.73,1
Male,37,2,Self-Employed,83020,3905,833,2,13378,22565,50,Vehicle,11.93,0,8,28,No,0.17,1
Female,45,0,Employed,112271,4335,730,0,943,33605,45,Home,8.42,1,1,29,Yes,0.11,1
Female,26,2,Employed,68273,855,478,2,23674,23998,100,Education,9.7,0,0,12,No,0.7,0
Female,40,2,Employed,20795,2848,482,2,13403,7636,32,Personal,12.88,0,3,20,Yes,0.55,0
Female,47,3,Employed,85826,570,795,1,9329,23475,175,Vehicle,7.79,0,7,22,No,0.05,1
Male,31,0,Self-Employed,136288,2061,816,1,10900,23432,76,Education,9.66,0,1,14,No,0.96,1
Female,29,0,Unemployed,57015,2065,752,0,22213,20000,216,Home,13.49,0,0,19,No,0.33,1
Female,32,3,Employed,120689,1014,734,2,10630,24524,75,Education,12.38,0,9,16,No,0.75,1
Female,32,0,Employed,117196,856,704,0,23549,25050,83,Vehicle,5.13,1,7,22,Yes,0.03,1
Male,27,3,Self-Employed,118144,3724,818,0,15853,22563,112,Education,4.82,0,1,26,No,0.73,1
Male,34,0,Employed,63444,888,728,1,3082,20000,168,Home,7.34,0,0,18,No,0.57,1
Male,57,1,Employed,34088,2356,428,0,12989,12851,18,Vehicle,7.98,0,8,12,No,0.93,0
Female,45,1,Employed,54170,3374,813,0,17082,20000,140,Personal,9.71,1,6,25,Yes,1,1
Female,37,0,Employed,69999,4541,703,0,9105,20670,131,Vehicle,6.49,0,4,14,No,0.3,0
Female,43,3,Self-Employed,119846,515,707,0,22339,24547,105,Vehicle,7.4,1,8,25,No,0.78,1
Female,42,1,Employed,46382,3866,401,0,8836,11165,119,Home,4.63,0,5,9,Yes,0.19,0
Male,44,1,Employed,62211,2580,774,1,23771,20000,41,Personal,10.62,0,8,14,No,0.49,1
Male,39,3,Self-Employed,137795,4775,810,2,26822,38518,133,Home,10.47,1,7,19,No,0.01,0
Male,30,2,Employed,82619,1845,841,2,18447,24189,38,Education,12.87,0,4,26,No,0.32,0
Male,38,3,Employed,93404,858,828,2,25963,23634,130,Education,7.42,0,2,10,Yes,0.08,1
Female,34,2,Self-Employed,114440,2902,777,1,2319,24829,155,Home,11.44,1,3,7,No,0.48,1
Male,43,1,Employed,66710,3642,745,1,25313,20007,122,Vehicle,9.71,0,9,5,No,1,1
Female,35,3,Employed,51522,3100,841,1,28106,20000,44,Home,13.04,0,9,14,No,0.35,0
Female,38,1,Employed,110554,3286,733,0,13465,20354,118,Home,11.49,1,8,16,Yes,0.1,1
Male,43,2,Self-Employed,127892,3558,774,1,11521,38095,14,Personal,9.08,0,8,17,Yes,0.13,1
Male,48,3,Self-Employed,44235,2836,306,0,22808,12536,210,Education,4.22,0,7,6,No,0,0
Male,29,2,Employed,144823,1129,779,0,18007,22220,25,Personal,11.46,0,7,28,No,0.8,1
Female,60,0,Self-Employed,63464,2563,476,2,9267,22105,46,Education,14.92,0,0,28,Yes,0.16,0
Male,43,0,Unemployed,53628,1050,828,0,25357,20000,203,Home,9.67,1,5,20,No,0.02,1
Male,25,0,Employed,128509,2023,768,1,11882,29848,217,Home,13.98,0,3,19,Yes,0.87,1
Female,26,2,Unemployed,77731,3790,848,0,28066,21252,108,Home,5.97,0,6,26,Yes,0.07,1
Female,46,2,Self-Employed,51212,1548,708,1,666,20000,139,Vehicle,14.76,0,1,8,No,0.02,1
Male,46,3,Employed,20153,3802,570,1,11359,5788,24,Home,7.65,0,8,8,Yes,0.39,0
Male,35,2,Employed,30502,3504,305,0,14807,7086,140,Education,8.56,0,3,24,No,0.9,0
Female,38,2,Unemployed,133381,3809,821,1,3970,24739,202,Education,12.97,0,7,8,No,0.63,1
Male,34,1,Employed,111447,1908,716,2,18695,24679,36,Vehicle,10.33,0,6,20,Yes,0.16,1
Female,48,3,Employed,72736,4981,764,0,1051,21099,123,Home,8.95,1,8,14,No,0.16,1
Female,30,2,Self-Employed,140816,2748,827,1,29670,30663,85,Personal,7.33,0,4,8,No,0.72,1
Female,39,2,Unemployed,146268,3253,740,0,27293,37084,90,Home,14.39,0,1,10,No,0.84,1
Female,46,0,Employed,113497,3430,753,0,25173,24482,172,Home,14.36,0,7,21,Yes,0.14,1
Female,44,3,Employed,47886,1698,503,1,25511,18711,223,Home,10.53,0,1,22,No,0.68,0
Male,46,3,Self-Employed,127849,4220,760,2,11666,23361,108,Home,10.95,0,2,29,Yes,0.5,1
Male,38,0,Self-Employed,59857,2035,561,1,14072,10508,104,Home,14.6,1,3,17,No,0.87,0
Female,48,1,Unemployed,40938,2572,562,2,12011,7837,188,Vehicle,8.58,0,3,21,Yes,0.19,0
Female,51,2,Employed,50492,3866,455,0,27446,6589,183,Personal,14.26,0,7,16,Yes,0.64,0
Male,30,3,Unemployed,57533,3617,751,2,24302,20000,130,Education,9.18,0,0,13,No,0.81,1
Male,37,3,Employed,86854,4178,715,2,5010,20610,50,Vehicle,13.46,0,2,7,Yes,0.51,1
Female,32,0,Employed,109464,2818,730,1,2132,28688,177,Home,7.68,0,6,5,Yes,0.67,1
Female,39,3,Self-Employed,70924,4057,769,1,22745,20317,80,Education,7.69,0,9,27,No,0.86,0
Female,40,2,Self-Employed,92928,2711,785,1,8477,23656,176,Vehicle,13.67,0,5,9,No,0.91,0
Female,59,1,Unemployed,25951,2300,332,0,17380,5825,12,Home,8.88,1,2,14,No,0.7,0
Male,40,1,Employed,65859,4970,431,1,8684,23414,162,Home,8.39,0,4,16,No,0.09,0
Male,63,0,Unemployed,34606,4814,391,1,11675,8382,108,Personal,7.55,0,5,7,No,0.08,0
Male,52,0,Employed,28834,1964,338,0,16231,7709,146,Vehicle,12.49,0,7,8,No,0.32,0
Female,46,2,Employed,127370,2774,732,2,1895,23244,235,Personal,14.72,0,1,11,No,0.32,1
Male,32,1,Self-Employed,76304,693,790,0,9253,21299,25,Vehicle,7.63,0,4,19,Yes,0.57,1
Female,47,2,Employed,114094,4818,715,0,9060,32634,114,Vehicle,7.94,0,1,5,No,0.57,1
Female,25,3,Unemployed,73500,1309,770,2,14301,20775,21,Personal,5.25,0,1,10,No,0.81,1
Male,45,2,Unemployed,56956,2642,565,2,13928,18710,168,Home,6.05,0,0,19,No,0.12,0
Female,31,0,Employed,81511,3788,845,2,4752,21968,127,Home,12.42,0,9,8,Yes,0.52,1
Female,28,3,Employed,143943,1014,778,2,26812,31218,190,Education,12.85,0,1,19,Yes,0.71,1
Male,35,2,Unemployed,62199,4901,746,0,554,20000,208,Vehicle,12.68,1,0,6,Yes,0.63,1
Female,37,1,Employed,139027,2380,749,1,10818,28706,149,Personal,5.09,0,1,13,Yes,0.66,1
Female,34,3,Employed,132851,3977,741,2,23545,36117,172,Home,5.5,0,4,12,No,0.36,1
Male,48,0,Unemployed,32140,1090,317,0,12536,10957,131,Education,12.49,0,7,25,No,0.45,0
Female,37,2,Self-Employed,81839,1075,721,1,4854,24331,125,Home,5.9,1,8,28,No,0.36,1
Female,27,2,Unemployed,146238,3421,843,1,4335,27026,197,Personal,8.46,0,8,15,Yes,0.54,1
Male,48,2,Unemployed,58097,3511,744,0,4293,20000,36,Personal,13,0,2,26,No,0.19,1
Female,42,0,Self-Employed,74498,1628,796,1,21818,21126,47,Vehicle,14.79,0,2,20,No,0.35,1
Male,31,0,Employed,127654,4679,767,0,22436,28299,213,Home,7.12,0,8,8,No,0.27,1
Female,39,1,Self-Employed,63279,2982,585,1,14420,20776,73,Education,13.79,0,4,19,Yes,0.3,0
Female,32,3,Employed,142122,572,786,1,28781,42286,140,Education,4.23,0,8,16,Yes,0.82,1
Male,44,2,Unemployed,107218,2955,708,0,22594,25708,111,Vehicle,4.41,0,0,19,No,0.81,0
Male,26,2,Employed,57103,3448,763,2,13629,20000,39,Personal,6.11,0,7,18,No,0.22,1
Female,33,1,Unemployed,139784,2164,827,2,7259,31232,99,Home,3.77,0,2,23,Yes,0.06,1
Female,27,0,Self-Employed,140125,1587,805,1,25690,24085,82,Personal,13.83,0,9,18,Yes,0.44,1
Female,27,0,Employed,128363,528,708,0,15850,24089,152,Home,7.3,0,2,18,Yes,0.91,0
Male,45,3,Employed,125445,2330,765,1,18695,28737,29,Education,13.87,0,5,27,No,0.85,1
Male,30,1,Unemployed,58981,3324,551,0,7734,23068,53,Vehicle,7.2,0,0,9,Yes,0.77,0
Female,25,1,Self-Employed,89365,4420,794,2,9800,21256,166,Vehicle,8.33,1,3,9,No,0.2,1
Male,28,3,Self-Employed,126715,2778,764,0,165,22930,63,Home,13.15,0,9,27,No,0.75,1
Female,34,2,Self-Employed,71619,1898,728,2,26371,20953,40,Education,4.25,1,9,6,No,0.65,1
Male,28,3,Unemployed,149183,2899,721,0,3123,32793,164,Home,9.23,0,0,13,No,0.07,1
Female,35,3,Self-Employed,57987,4008,311,0,26065,17193,143,Home,11.46,0,2,5,No,0.37,0
